timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
556000,556000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
560000,560000,0.0,0.0,0.0,5.490923e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
656000,656000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
756000,756000,8.0481004e-11,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
856000,856000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
956000,956000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1052000,1052000,5.820766e-11,0.0,5.820766e-11,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1156000,1156000,5.820766e-11,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1256000,1256000,5.5683357e-12,0.0,0.0,7.275958e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
1356000,1356000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1456000,1456000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1556000,1556000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1656000,1656000,0.0019999978,0.0,0.0019999992,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
1756000,1756000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1856000,1856000,0.0019999994,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1956000,1956000,0.002,1.8626451e-09,0.0019999968,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2056000,2056000,0.0020000006,0.0,0.002000001,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2156000,2156000,0.0019999994,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2256000,2256000,0.0020000003,0.0,0.0020000003,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
2356000,2356000,0.0019999987,0.0,0.0020000003,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
2456000,2456000,0.0019999999,0.0,0.0020000017,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2556000,2556000,0.0019999961,0.0,0.0020000027,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
2656000,2656000,0.0019999985,0.0,0.0020000022,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2756000,2756000,0.0019999994,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2856000,2856000,0.0019999994,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2956000,2956000,0.0020000015,3.7252903e-09,0.0019999954,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3056000,3056000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
